,away,home,month,day,predicted.runs,bookie,predicted.run.rank,predicted.bookie.rank,the.bet,betting.opportunity
12,MIA,PHI,4,27,11.133848017300194,8.0,12.0,3.0,OVER,9.0
5,CHC,ARI,4,27,9.670850776059599,10.5,5.0,12.0,UNDER,7.0
10,CLE,HOU,4,27,9.383329496699966,9.0,2.0,9.0,UNDER,7.0
1,BAL,MIN,4,27,10.851078698223205,8.5,10.0,5.0,OVER,5.0
4,OAK,TOR,4,27,9.65597267375437,9.0,4.0,9.0,UNDER,5.0
8,NYY,SF,4,27,9.746271887272995,7.0,6.0,1.0,OVER,5.0
7,TEX,SEA,4,27,9.599960998908259,8.5,3.0,5.0,UNDER,2.0
11,SD,WSH,4,27,9.812951430222157,8.5,7.0,5.0,OVER,2.0
14,TB,BOS,4,27,10.943082296321514,9.0,11.0,9.0,OVER,2.0
0,MIL,NYM,4,27,8.961189474129736,7.5,1.0,2.0,UNDER,1.0
3,LAA,KC,4,27,10.533144515359853,9.0,8.0,9.0,UNDER,1.0
9,CIN,STL,4,27,10.61372593551723,9.0,9.0,9.0,OVER,0.0
